YEAR,MONTH,total_freight_tons,total_co2e_kg,intl_freight_tons,intl_ratio,date,port_teus,freight_lag1,freight_lag2,freight_roll3,freight_yoy,freight_mom,intl_ratio_lag1,co2e_lag1,co2e_roll3,month_num,port_lag1,port_lag2,port_roll3,port_yoy,high_carbon_risk
2008,11,24287.4495,154096719.92977643,24287.4495,1.0,2008-11-01,660046.5,27106.408,27616.5695,27997.208833333334,-0.13770838964350396,-0.10399601821089688,1.0,174110127.83548015,181583799.85378098,11,706308.25,692889.9,718755.6666666666,-0.10361196520385318,0
2008,12,22385.753,143589510.88986075,22385.753,1.0,2008-12-01,561033.25,24287.4495,27106.408,26336.808999999997,-0.21704023392938632,-0.07829955549675971,1.0,154096719.92977643,169469218.6203769,12,660046.5,706308.25,686414.8833333333,-0.15175189139801903,0
2009,1,19384.9475,127021513.83056588,19384.947500000002,1.0000000000000002,2009-01-01,587004.2,22385.753,24287.4495,24593.2035,-0.2914083736273948,-0.1340497905073822,1.0,143589510.88986075,157265452.88503912,1,561033.25,660046.5,642462.6666666666,-0.10001284810625355,0
2009,2,20843.8135,135741324.0812844,20843.8135,1.0,2009-02-01,413910.3,19384.9475,22385.753,22019.38333333333,-0.25142929656996116,0.07525767093256253,1.0000000000000002,127021513.83056588,141569248.21673435,2,587004.2,561033.25,602694.65,-0.32557769700698536,0
2009,3,22749.371,151633957.11867738,22749.371,1.0,2009-03-01,526487.05,20843.8135,19384.9475,20871.504666666664,-0.329700849887688,0.09142077096400802,1.0,135741324.0812844,135450782.93390366,3,413910.3,587004.2,520649.25,-0.09836219844054772,0
2009,4,22368.5765,143994874.01364705,22368.576500000003,1.0000000000000002,2009-04-01,532124.15,22749.371,20843.8135,20992.710666666666,-0.2971599180455793,-0.01673868257720179,1.0,151633957.11867738,138132265.01017588,4,526487.05,413910.3,509133.8499999999,-0.12113340402815109,0
2009,5,27310.4265,183316880.8183426,27310.426499999994,0.9999999999999998,2009-05-01,574827.8,22368.5765,22749.371,21987.253666666667,-0.22708162650447683,0.22092822938464596,1.0000000000000002,143994874.01364705,143790051.73786962,5,532124.15,526487.05,490840.5,-0.16309290063970505,0
2009,6,25412.1665,171551881.04000822,25412.1665,1.0,2009-06-01,551679.7,27310.4265,22368.5765,24142.79133333333,-0.3110109286691404,-0.06950678708734193,0.9999999999999998,183316880.8183426,159648570.65022233,6,574827.8,532124.15,544479.6666666666,-0.12747578169864915,0
2009,7,27486.7035,180141994.94098583,27486.7035,1.0,2009-07-01,576203.25,25412.1665,27310.4265,25030.38983333333,-0.14105338640316312,0.0816355819170318,1.0,171551881.04000822,166287878.62399927,7,551679.7,574827.8,552877.2166666667,-0.17468226807263043,0
2009,8,28179.7815,183987518.6267131,28179.781499999997,0.9999999999999999,2009-08-01,612581.5,27486.7035,25412.1665,26736.432166666666,-0.03720252000698765,0.0252150280589305,1.0,180141994.94098583,178336918.9331122,8,576203.25,551679.7,567570.25,-0.19085100384198872,0
2009,9,25659.937,168023441.95283335,25659.936999999998,0.9999999999999999,2009-09-01,583557.0,28179.7815,27486.7035,27026.21716666667,-0.07084994752878337,-0.08942029944412444,0.9999999999999999,183987518.6267131,178560464.86923572,9,612581.5,576203.25,580154.8166666665,-0.15779260168173903,0
2009,10,29152.3865,185709412.92841786,29152.3865,1.0,2009-10-01,647423.7,25659.937,28179.7815,27108.807333333334,0.07547951392157892,0.13610514710149135,0.9999999999999999,168023441.95283335,177384318.5068441,10,583557.0,612581.5,590780.5833333334,-0.08336947784483628,0
2009,11,24287.466,157501157.48690766,24287.466,1.0,2009-11-01,580206.15,29152.3865,25659.937,27664.035,6.793632243429215e-07,-0.1668789791875187,1.0,185709412.92841786,179240124.5026548,11,647423.7,583557.0,614520.7333333333,-0.12096170497078607,0
2009,12,29720.0495,192550697.7295883,29720.0495,1.0,2009-12-01,562989.75,24287.466,29152.3865,26366.5965,0.32763233383304113,0.22367848090863007,1.0,157501157.48690766,170411337.45605296,12,580206.15,647423.7,603728.9499999998,0.003487315591366391,0
2010,1,26405.3895,168601902.48637068,26405.389499999997,0.9999999999999999,2010-01-01,572969.15,29720.0495,24287.466,27719.967333333334,0.36215945387522996,-0.11152942393316001,1.0,192550697.7295883,178587089.38163793,1,562989.75,580206.15,596873.1999999998,-0.02390962449672407,0
2010,2,27885.687,180952190.78818426,27885.686999999998,0.9999999999999999,2010-02-01,525458.6,26405.3895,29720.0495,26804.301666666666,0.3378399782746089,0.05606043039054587,0.9999999999999999,168601902.48637068,172884585.90095556,2,572969.15,562989.75,572055.0166666667,0.269498729555655,0
2010,3,32794.7355,213132919.38674438,32794.7355,1.0,2010-03-01,550249.8,27885.687,26405.3895,28003.70866666667,0.4415666921076633,0.17604187051228104,0.9999999999999999,180952190.78818426,180701597.00138107,3,525458.6,572969.15,553805.8333333334,0.045134538446861994,0
2010,4,30245.051,195385855.30960432,30245.051,1.0,2010-04-01,595283.7,32794.7355,27885.687,29028.604000000003,0.3521222953101195,-0.07774676212893994,1.0,213132919.38674438,187562337.55376646,4,550249.8,525458.6,549559.1833333332,0.11869325983419454,0
